filename,session_id,verdict,S_composite,S_unprompted,S_prompted,S_gap,S_snr,S_duration,S_confidence,S_boundary,S_continuity,S_decay,S_stability,ast_z,ast_p,flags,composition_flags
Script_1_0001.wav,Script_1_1-122,REJECT,0.003,0.96,0.0339,1.0,1.0,0.6497,0.0,1.0,1.0,0.0,,1.051,0.2933,,
Script_1_0002.wav,Script_1_1-122,ACCEPT,0.8682,0.8667,1.0,0.8667,1.0,0.8746,0.7863,1.0,1.0,0.625,,0.3761,0.7068,,
Script_1_0003.wav,Script_1_1-122,ACCEPT,0.9546,1.0,1.0,1.0,1.0,0.8494,0.8118,1.0,1.0,1.0,,0.4519,0.6514,,
Script_1_0004.wav,Script_1_1-122,ACCEPT,0.9357,1.0,1.0,1.0,1.0,0.7561,0.7772,1.0,1.0,1.0,,0.7318,0.4643,,
Script_1_0005.wav,Script_1_1-122,REJECT,0.0,0.3611,0.3611,1.0,1.0,0.0,0.7512,1.0,1.0,0.75,,-4.3967,0.0,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.40,p=0.0000,AST=0.0583vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.40,p=0.0000,AST=0.0583vs0.1520s/char,session=Script_1_1-122|hard_reject:S_unprompted"
Script_1_0006.wav,Script_1_1-122,ACCEPT,0.8973,1.0,1.0,1.0,1.0,0.8795,0.7964,1.0,1.0,0.6001,,-0.3616,0.7177,,
Script_1_0007.wav,Script_1_1-122,REJECT,0.3321,0.5405,0.5405,1.0,1.0,0.0004,0.7331,1.0,1.0,1.0,,-2.9989,0.0027,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-3.00,p=0.0027,AST=0.0881vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-3.00,p=0.0027,AST=0.0881vs0.1520s/char,session=Script_1_1-122"
Script_1_0008.wav,Script_1_1-122,REJECT,0.0,0.3333,0.3333,1.0,1.0,0.0,0.7299,1.0,1.0,0.25,,-4.8962,0.0,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.90,p=0.0000,AST=0.0477vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.90,p=0.0000,AST=0.0477vs0.1520s/char,session=Script_1_1-122|hard_reject:S_unprompted"
Script_1_0009.wav,Script_1_1-122,ACCEPT,0.9638,1.0,1.0,1.0,1.0,0.9324,0.7989,1.0,1.0,1.0,,-0.2029,0.8392,,
Script_1_0010.wav,Script_1_1-122,ACCEPT,0.9489,1.0,1.0,1.0,1.0,0.8308,0.7909,1.0,1.0,1.0,,-0.5075,0.6118,,
Script_1_0011.wav,Script_1_1-122,ACCEPT,0.9376,1.0,1.0,1.0,1.0,0.9784,0.8141,1.0,1.0,0.75,,-0.0649,0.9483,,
Script_1_0012.wav,Script_1_1-122,ACCEPT,0.9674,1.0,1.0,1.0,1.0,0.9592,0.7997,1.0,1.0,1.0,,0.1224,0.9026,,
Script_1_0013.wav,Script_1_1-122,ACCEPT,0.9421,1.0,1.0,1.0,1.0,0.7866,0.789,1.0,1.0,1.0,,0.6402,0.522,,
Script_1_0014.wav,Script_1_1-122,ACCEPT,0.9402,0.9143,1.0,0.9143,1.0,0.9018,0.8099,1.0,1.0,1.0,,-0.2945,0.7684,,
Script_1_0015.wav,Script_1_1-122,ACCEPT,0.9388,0.8621,1.0,0.8621,1.0,0.9987,0.8126,1.0,1.0,1.0,,0.0038,0.997,,
Script_1_0016.wav,Script_1_1-122,ACCEPT,0.9634,0.9697,1.0,0.9697,1.0,0.9789,0.8065,1.0,1.0,1.0,,0.0632,0.9496,,
Script_1_0017.wav,Script_1_1-122,ACCEPT,0.969,1.0,1.0,1.0,1.0,0.991,0.7846,1.0,1.0,1.0,,0.0271,0.9784,,
Script_1_0018.wav,Script_1_1-122,ACCEPT,0.9644,1.0,1.0,1.0,1.0,0.9376,0.7978,1.0,1.0,1.0,,-0.1872,0.8515,,
Script_1_0019.wav,Script_1_1-122,ACCEPT,0.9735,1.0,1.0,1.0,1.0,0.9993,0.8071,1.0,1.0,1.0,,-0.002,0.9984,,
Script_1_0020.wav,Script_1_1-122,ACCEPT,0.9437,0.9737,1.0,0.9737,1.0,0.8252,0.823,1.0,1.0,0.9767,,0.5244,0.6,,
Script_1_0021.wav,Script_1_1-122,ACCEPT,0.8993,0.8966,1.0,0.8966,1.0,0.9664,0.5508,1.0,1.0,1.0,,0.1009,0.9196,,
Script_1_0022.wav,Script_1_1-122,ACCEPT,0.9579,1.0,1.0,1.0,1.0,0.8886,0.7976,1.0,1.0,1.0,,-0.3341,0.7383,,
Script_1_0023.wav,Script_1_1-122,ACCEPT,0.9635,0.9706,1.0,0.9706,1.0,0.9781,0.806,1.0,1.0,1.0,,-0.0657,0.9476,,
Script_1_0024.wav,Script_1_1-122,ACCEPT,0.962,1.0,1.0,1.0,1.0,0.9505,0.7714,1.0,1.0,1.0,,0.1485,0.8819,,
Script_1_0025.wav,Script_1_1-122,ACCEPT,0.9539,0.9231,1.0,0.9231,1.0,0.9789,0.8216,1.0,1.0,1.0,,0.0632,0.9496,,
Script_1_0026.wav,Script_1_1-122,ACCEPT,0.9307,1.0,1.0,1.0,1.0,0.6997,0.8047,1.0,1.0,1.0,,0.9008,0.3677,,
Script_1_0027.wav,Script_1_1-122,ACCEPT,0.954,1.0,1.0,1.0,1.0,0.8494,0.8076,1.0,1.0,1.0,,0.4519,0.6514,,
Script_1_0028.wav,Script_1_1-122,ACCEPT,0.929,0.95,1.0,0.95,1.0,0.7846,0.7833,1.0,1.0,1.0,,0.6461,0.5182,,
Script_1_0029.wav,Script_1_1-122,ACCEPT,0.9405,1.0,1.0,1.0,1.0,0.7934,0.7719,1.0,1.0,1.0,,0.6199,0.5353,,
Script_1_0030.wav,Script_1_1-122,ACCEPT,0.8874,1.0,1.0,1.0,1.0,0.9787,0.7857,1.0,1.0,0.5,,-0.064,0.949,,
Script_1_0031.wav,Script_1_1-122,ACCEPT,0.9478,0.9143,1.0,0.9143,1.0,0.96,0.8112,1.0,1.0,1.0,,-0.1201,0.9044,,
Script_1_0032.wav,Script_1_1-122,ACCEPT,0.9727,1.0,1.0,1.0,1.0,0.9823,0.8159,1.0,1.0,1.0,,-0.0531,0.9577,,
Script_1_0033.wav,Script_1_1-122,ACCEPT,0.9685,1.0,1.0,1.0,1.0,0.9659,0.8012,1.0,1.0,1.0,,0.1023,0.9185,,
Script_1_0034.wav,Script_1_1-122,ACCEPT,0.9133,0.975,1.0,0.975,1.0,0.8785,0.7725,1.0,1.0,0.75,,0.3644,0.7156,,
Script_1_0035.wav,Script_1_1-122,ACCEPT,0.912,0.9429,1.0,0.9429,1.0,0.7315,0.7357,1.0,1.0,1.0,,0.8054,0.4206,,
Script_1_0036.wav,Script_1_1-122,ACCEPT,0.9585,1.0,1.0,1.0,1.0,0.9168,0.7773,1.0,1.0,1.0,,0.2497,0.8028,,
Script_1_0037.wav,Script_1_1-122,ACCEPT,0.9567,1.0,1.0,1.0,1.0,0.8662,0.8101,1.0,1.0,1.0,,0.4015,0.688,,
Script_1_0038.wav,Script_1_1-122,ACCEPT,0.948,1.0,1.0,1.0,1.0,0.8843,0.7878,1.0,1.0,0.9364,,-0.3471,0.7285,,
Script_1_0039.wav,Script_1_1-122,ACCEPT,0.9693,1.0,1.0,1.0,1.0,0.9912,0.7861,1.0,1.0,1.0,,-0.0263,0.9791,,
Script_1_0040.wav,Script_1_1-122,ACCEPT,0.96,1.0,1.0,1.0,1.0,0.8987,0.8029,1.0,1.0,1.0,,0.3039,0.7612,,
Script_1_0041.wav,Script_1_1-122,ACCEPT,0.9492,0.9722,1.0,0.9722,1.0,0.9789,0.8142,1.0,1.0,0.875,,0.0632,0.9496,,
Script_1_0042.wav,Script_1_1-122,ACCEPT,0.9531,1.0,1.0,1.0,1.0,0.8467,0.8044,1.0,1.0,1.0,,0.46,0.6455,,
Script_1_0043.wav,Script_1_1-122,ACCEPT,0.9664,1.0,1.0,1.0,1.0,0.9287,0.8195,1.0,1.0,1.0,,-0.214,0.8305,,
Script_1_0044.wav,Script_1_1-122,ACCEPT,0.9022,1.0,1.0,1.0,1.0,0.5711,0.7686,1.0,1.0,1.0,,1.2866,0.1982,,
Script_1_0045.wav,Script_1_1-122,ACCEPT,0.8773,0.9655,1.0,0.9655,1.0,0.4834,0.7787,1.0,1.0,1.0,,1.5498,0.1212,,
Script_1_0046.wav,Script_1_1-122,REJECT,0.0523,1.0,1.0,1.0,1.0,0.7883,0.7118,1.0,1.0,0.0,,0.6352,0.5253,,
Script_1_0047.wav,Script_1_1-122,ACCEPT,0.962,1.0,1.0,1.0,1.0,0.9735,0.7534,1.0,1.0,1.0,,-0.0795,0.9366,,
Script_1_0048.wav,Script_1_1-122,ACCEPT,0.9625,1.0,1.0,1.0,1.0,0.9215,0.7993,1.0,1.0,1.0,,-0.2356,0.8138,,
Script_1_0049.wav,Script_1_1-122,ACCEPT,0.6478,0.6275,0.5686,1.0,1.0,0.0883,0.5637,1.0,1.0,0.9935,,-2.7352,0.0062,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.74,p=0.0062,AST=0.0937vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.74,p=0.0062,AST=0.0937vs0.1520s/char,session=Script_1_1-122"
Script_1_0050.wav,Script_1_1-122,ACCEPT,0.9511,1.0,1.0,1.0,1.0,0.8392,0.8079,1.0,1.0,0.988,,-0.4823,0.6296,,
Script_1_0051.wav,Script_1_1-122,ACCEPT,0.9451,1.0,1.0,1.0,1.0,0.7817,0.814,1.0,1.0,1.0,,0.6549,0.5125,,
Script_1_0052.wav,Script_1_1-122,ACCEPT,0.946,1.0,1.0,1.0,1.0,0.8114,0.7906,1.0,1.0,1.0,,0.5659,0.5714,,
Script_1_0053.wav,Script_1_1-122,ACCEPT,0.9372,1.0,1.0,1.0,1.0,0.8437,0.8049,1.0,1.0,0.8766,,-0.4689,0.6392,,
Script_1_0054.wav,Script_1_1-122,ACCEPT,0.9368,0.9474,0.9474,1.0,1.0,0.7836,0.7992,1.0,1.0,1.0,,-0.6493,0.5162,,
Script_1_0055.wav,Script_1_1-122,REJECT,0.0543,1.0,1.0,1.0,1.0,0.9578,0.7885,1.0,1.0,0.0,,0.1267,0.8991,,
Script_1_0056.wav,Script_1_1-122,ACCEPT,0.947,1.0,1.0,1.0,1.0,0.8395,0.7703,1.0,1.0,1.0,,0.4815,0.6301,,
Script_1_0057.wav,Script_1_1-122,REJECT,0.0517,0.8667,1.0,0.8667,1.0,0.859,0.785,1.0,1.0,0.0,,0.4231,0.6722,,
Script_1_0058.wav,Script_1_1-122,ACCEPT,0.958,1.0,1.0,1.0,1.0,0.9649,0.7355,1.0,1.0,1.0,,0.1053,0.9161,,
Script_1_0059.wav,Script_1_1-122,ACCEPT,0.954,1.0,1.0,1.0,1.0,0.9085,0.7552,1.0,1.0,1.0,,0.2746,0.7836,,
Script_1_0060.wav,Script_1_1-122,ACCEPT,0.9227,0.9677,1.0,0.9677,1.0,0.7266,0.7722,1.0,1.0,1.0,,-0.8202,0.4121,,
Script_1_0061.wav,Script_1_1-122,ACCEPT,0.9546,1.0,1.0,1.0,1.0,0.8772,0.7863,1.0,1.0,1.0,,-0.3685,0.7125,,
Script_1_0062.wav,Script_1_1-122,ACCEPT,0.9476,1.0,1.0,1.0,1.0,0.8564,0.7593,1.0,1.0,1.0,,0.4307,0.6667,,
Script_1_0063.wav,Script_1_1-122,ACCEPT,0.9704,1.0,1.0,1.0,1.0,0.9655,0.8142,1.0,1.0,1.0,,0.1036,0.9175,,
Script_1_0064.wav,Script_1_1-122,ACCEPT,0.9712,1.0,1.0,1.0,1.0,0.9898,0.7996,1.0,1.0,1.0,,0.0307,0.9755,,
Script_1_0065.wav,Script_1_1-122,ACCEPT,0.9197,1.0,1.0,1.0,1.0,0.7185,0.7122,1.0,1.0,1.0,,-0.8444,0.3984,,
Script_1_0066.wav,Script_1_1-122,REJECT,0.0492,0.9032,0.9032,1.0,1.0,0.6567,0.5781,1.0,1.0,0.0,,1.03,0.303,,
Script_1_0067.wav,Script_1_1-122,ACCEPT,0.9121,0.9808,0.3846,1.0,1.0,0.9468,0.5156,1.0,1.0,1.0,,0.1595,0.8733,,
Script_1_0068.wav,Script_1_1-122,ACCEPT,0.9557,1.0,1.0,1.0,1.0,0.9452,0.7719,1.0,1.0,0.9537,,0.1644,0.8694,,
Script_1_0069.wav,Script_1_1-122,ACCEPT,0.9139,1.0,1.0,1.0,1.0,0.802,0.809,1.0,1.0,0.75,,-0.5941,0.5525,,
Script_1_0070.wav,Script_1_1-122,ACCEPT,0.9568,1.0,1.0,1.0,1.0,0.8763,0.8013,1.0,1.0,1.0,,-0.3712,0.7105,,
Script_1_0071.wav,Script_1_1-122,ACCEPT,0.9067,0.9459,1.0,0.9459,1.0,0.6335,0.8058,1.0,1.0,1.0,,1.0994,0.2716,,
Script_1_0072.wav,Script_1_1-122,ACCEPT,0.9431,1.0,1.0,1.0,1.0,0.787,0.7953,1.0,1.0,1.0,,-0.6389,0.5229,,
Script_1_0073.wav,Script_1_1-122,ACCEPT,0.9572,1.0,1.0,1.0,1.0,0.9894,0.7123,1.0,1.0,1.0,,0.0319,0.9746,,
Script_1_0074.wav,Script_1_1-122,REJECT,0.052,0.9375,1.0,0.9375,1.0,0.7817,0.7793,1.0,1.0,0.0,,0.6549,0.5125,,
Script_1_0075.wav,Script_1_1-122,ACCEPT,0.9376,0.8621,1.0,0.8621,1.0,0.9933,0.8093,1.0,1.0,1.0,,0.02,0.984,,
Script_1_0076.wav,Script_1_1-122,REJECT,0.0486,0.5625,0.5833,0.9792,1.0,0.0,0.7266,1.0,1.0,0.7819,,-3.0568,0.0022,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-3.06,p=0.0022,AST=0.0869vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-3.06,p=0.0022,AST=0.0869vs0.1520s/char,session=Script_1_1-122"
Script_1_0077.wav,Script_1_1-122,ACCEPT,0.9509,1.0,1.0,1.0,1.0,0.8443,0.7914,1.0,1.0,1.0,,0.467,0.6405,,
Script_1_0078.wav,Script_1_1-122,ACCEPT,0.9658,1.0,1.0,1.0,1.0,0.9428,0.8031,1.0,1.0,1.0,,-0.1716,0.8638,,
Script_1_0079.wav,Script_1_1-122,ACCEPT,0.9323,1.0,1.0,1.0,1.0,0.7916,0.7212,1.0,1.0,1.0,,0.6252,0.5318,,
Script_1_0080.wav,Script_1_1-122,ACCEPT,0.9554,0.9556,1.0,0.9556,1.0,0.9581,0.7938,1.0,1.0,1.0,,0.1258,0.8999,,
Script_1_0081.wav,Script_1_1-122,ACCEPT,0.954,1.0,1.0,1.0,1.0,0.8476,0.8095,1.0,1.0,1.0,,0.4571,0.6476,,
Script_1_0082.wav,Script_1_1-122,ACCEPT,0.8976,0.9062,1.0,0.9062,1.0,0.6986,0.7346,1.0,1.0,1.0,,0.9043,0.3658,,
Script_1_0083.wav,Script_1_1-122,REJECT,0.5599,0.9216,0.0,1.0,1.0,0.7081,0.0592,1.0,1.0,0.25,,0.8756,0.3813,,
Script_1_0084.wav,Script_1_1-122,ACCEPT,0.9587,1.0,1.0,1.0,1.0,0.9363,0.7621,1.0,1.0,1.0,,0.1912,0.8484,,
Script_1_0085.wav,Script_1_1-122,ACCEPT,0.9337,1.0,1.0,1.0,1.0,0.7672,0.7531,1.0,1.0,1.0,,0.6983,0.485,,
Script_1_0086.wav,Script_1_1-122,ACCEPT,0.9403,0.8649,1.0,0.8649,1.0,0.9973,0.8193,1.0,1.0,1.0,,0.0082,0.9935,,
Script_1_0087.wav,Script_1_1-122,ACCEPT,0.9685,1.0,1.0,1.0,1.0,0.9638,0.8029,1.0,1.0,1.0,,-0.1085,0.9136,,
Script_1_0088.wav,Script_1_1-122,ACCEPT,0.9542,1.0,1.0,1.0,1.0,0.9154,0.7509,1.0,1.0,1.0,,-0.2539,0.7996,,
Script_1_0089.wav,Script_1_1-122,ACCEPT,0.9613,1.0,1.0,1.0,1.0,0.92,0.7928,1.0,1.0,1.0,,-0.24,0.8103,,
Script_1_0090.wav,Script_1_1-122,ACCEPT,0.9374,1.0,1.0,1.0,1.0,0.7684,0.7758,1.0,1.0,1.0,,-0.6948,0.4872,,
Script_1_0091.wav,Script_1_1-122,REJECT,0.0536,1.0,1.0,1.0,1.0,0.9749,0.6989,1.0,1.0,0.0,,0.0752,0.9401,,
Script_1_0092.wav,Script_1_1-122,ACCEPT,0.9665,1.0,1.0,1.0,1.0,0.9442,0.8124,1.0,1.0,0.9924,,-0.1674,0.867,,
Script_1_0093.wav,Script_1_1-122,ACCEPT,0.9653,1.0,1.0,1.0,1.0,0.9529,0.7915,1.0,1.0,1.0,,0.1414,0.8875,,
Script_1_0094.wav,Script_1_1-122,ACCEPT,0.96,1.0,1.0,1.0,1.0,0.954,0.7565,1.0,1.0,1.0,,-0.138,0.8902,,
Script_1_0095.wav,Script_1_1-122,ACCEPT,0.9402,1.0,1.0,1.0,1.0,0.7703,0.7928,1.0,1.0,1.0,,0.6891,0.4908,,
Script_1_0096.wav,Script_1_1-122,ACCEPT,0.969,1.0,1.0,1.0,1.0,0.9809,0.7924,1.0,1.0,1.0,,-0.0572,0.9544,,
Script_1_0097.wav,Script_1_1-122,ACCEPT,0.93,1.0,1.0,1.0,1.0,0.7086,0.7895,1.0,1.0,1.0,,0.8741,0.3821,,
Script_1_0098.wav,Script_1_1-122,ACCEPT,0.8247,1.0,0.9697,1.0,1.0,0.7086,0.7089,1.0,1.0,0.426,,0.8741,0.3821,,
Script_1_0099.wav,Script_1_1-122,ACCEPT,0.9697,1.0,1.0,1.0,1.0,0.992,0.7884,1.0,1.0,1.0,,0.024,0.9808,,
Script_1_0100.wav,Script_1_1-122,ACCEPT,0.9607,1.0,1.0,1.0,1.0,0.9193,0.7894,1.0,1.0,1.0,,0.242,0.8088,,
Script_1_0101.wav,Script_1_1-122,ACCEPT,0.929,0.8387,1.0,0.8387,1.0,0.9689,0.814,1.0,1.0,1.0,,-0.0933,0.9257,,
Script_1_0102.wav,Script_1_1-122,ACCEPT,0.9685,1.0,1.0,1.0,1.0,0.9696,0.798,1.0,1.0,1.0,,0.0911,0.9274,,
Script_1_0103.wav,Script_1_1-122,REJECT,0.0,0.3784,0.3784,1.0,1.0,0.0,0.7721,1.0,1.0,0.9445,,-4.4326,0.0,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.43,p=0.0000,AST=0.0576vs0.1520s/char,session=Script_1_1-122","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-4.43,p=0.0000,AST=0.0576vs0.1520s/char,session=Script_1_1-122|hard_reject:S_unprompted"
Script_1_0104.wav,Script_1_1-122,ACCEPT,0.9672,1.0,1.0,1.0,1.0,0.9355,0.8183,1.0,1.0,1.0,,0.1936,0.8465,,
Script_1_0105.wav,Script_1_1-122,ACCEPT,0.9594,1.0,1.0,1.0,1.0,0.9082,0.7904,1.0,1.0,1.0,,0.2755,0.7829,,
Script_1_0106.wav,Script_1_1-122,ACCEPT,0.9719,1.0,1.0,1.0,1.0,0.9565,0.8325,1.0,1.0,1.0,,-0.1304,0.8963,,
Script_1_0107.wav,Script_1_1-122,REJECT,0.0541,1.0,1.0,1.0,1.0,0.9457,0.7713,1.0,1.0,0.0,,0.1628,0.8707,,
Script_1_0108.wav,Script_1_1-122,ACCEPT,0.9615,0.9697,1.0,0.9697,1.0,0.9789,0.7938,1.0,1.0,1.0,,0.0632,0.9496,,
Script_1_0109.wav,Script_1_1-122,ACCEPT,0.9381,1.0,1.0,1.0,1.0,0.8087,0.7416,1.0,1.0,1.0,,0.5738,0.5661,,
Script_1_0110.wav,Script_1_1-122,REJECT,0.0513,0.925,1.0,0.925,1.0,0.7338,0.7646,1.0,1.0,0.0,,0.7987,0.4245,,
Script_1_0111.wav,Script_1_1-122,ACCEPT,0.9426,1.0,1.0,1.0,1.0,0.767,0.8125,1.0,1.0,1.0,,0.6989,0.4846,,
Script_1_0112.wav,Script_1_1-122,REJECT,0.0494,1.0,1.0,1.0,1.0,0.4628,0.7687,1.0,1.0,0.0,,1.6116,0.1071,,
Script_1_0113.wav,Script_1_1-122,REJECT,0.05,0.9118,1.0,0.9118,1.0,0.602,0.7821,1.0,1.0,0.0,,1.1939,0.2325,,
Script_1_0114.wav,Script_1_1-122,ACCEPT,0.9607,1.0,1.0,1.0,1.0,0.9195,0.7894,1.0,1.0,1.0,,-0.2416,0.8091,,
Script_1_0115.wav,Script_1_1-122,ACCEPT,0.9631,1.0,1.0,1.0,1.0,0.9098,0.8133,1.0,1.0,1.0,,0.2705,0.7868,,
Script_1_0116.wav,Script_1_1-122,ACCEPT,0.9593,1.0,1.0,1.0,1.0,0.922,0.7776,1.0,1.0,1.0,,0.2339,0.8151,,
Script_1_0117.wav,Script_1_1-122,REJECT,0.0504,0.9,1.0,0.9,1.0,0.666,0.7768,1.0,1.0,0.0,,1.0021,0.3163,,
Script_1_0118.wav,Script_1_1-122,ACCEPT,0.9653,1.0,1.0,1.0,1.0,0.9529,0.7915,1.0,1.0,1.0,,0.1414,0.8875,,
Script_1_0119.wav,Script_1_1-122,ACCEPT,0.9332,0.9706,1.0,0.9706,1.0,0.7848,0.8032,1.0,1.0,0.9685,,-0.6456,0.5185,,
Script_1_0120.wav,Script_1_1-122,ACCEPT,0.9626,1.0,1.0,1.0,1.0,0.9538,0.7728,1.0,1.0,1.0,,-0.1387,0.8896,,
Script_1_0121.wav,Script_1_1-122,ACCEPT,0.9337,0.9744,1.0,0.9744,1.0,0.8285,0.7343,1.0,1.0,1.0,,-0.5146,0.6068,,
Script_1_0122.wav,Script_1_1-122,ACCEPT,0.934,1.0,1.0,1.0,1.0,0.8586,0.6745,1.0,1.0,1.0,,0.4243,0.6714,,
Script_1_0123.wav,Script_1_123-220,ACCEPT,0.9681,1.0,1.0,1.0,1.0,0.9538,0.8088,1.0,1.0,1.0,,0.1385,0.8898,,
Script_1_0124.wav,Script_1_123-220,REJECT,0.0493,0.9189,0.9189,1.0,1.0,0.7478,0.504,1.0,1.0,0.0,,0.7566,0.4493,,
Script_1_0125.wav,Script_1_123-220,ACCEPT,0.954,1.0,1.0,1.0,1.0,0.9126,0.7517,1.0,1.0,1.0,,-0.2623,0.7931,,
Script_1_0126.wav,Script_1_123-220,ACCEPT,0.9624,1.0,1.0,1.0,1.0,0.9705,0.7698,1.0,1.0,0.9854,,-0.0884,0.9296,,
Script_1_0127.wav,Script_1_123-220,ACCEPT,0.9193,1.0,1.0,1.0,1.0,0.6769,0.7534,1.0,1.0,1.0,,0.9694,0.3324,,
Script_1_0128.wav,Script_1_123-220,ACCEPT,0.96,1.0,1.0,1.0,1.0,0.9229,0.7818,1.0,1.0,1.0,,-0.2314,0.817,,
Script_1_0129.wav,Script_1_123-220,ACCEPT,0.9496,1.0,1.0,1.0,1.0,0.8235,0.8026,1.0,1.0,1.0,,-0.5294,0.5965,,
Script_1_0130.wav,Script_1_123-220,REJECT,0.0,0.3269,0.3269,1.0,1.0,0.0,0.6043,1.0,1.0,1.0,,-5.0309,0.0,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-5.03,p=0.0000,AST=0.0442vs0.1472s/char,session=Script_1_123-220","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-5.03,p=0.0000,AST=0.0442vs0.1472s/char,session=Script_1_123-220|hard_reject:S_unprompted"
Script_1_0131.wav,Script_1_123-220,ACCEPT,0.9517,1.0,1.0,1.0,1.0,0.9014,0.7465,1.0,1.0,1.0,,-0.2959,0.7673,,
Script_1_0132.wav,Script_1_123-220,ACCEPT,0.9672,1.0,1.0,1.0,1.0,0.9891,0.7744,1.0,1.0,1.0,,0.0328,0.9738,,
Script_1_0133.wav,Script_1_123-220,ACCEPT,0.8785,1.0,1.0,1.0,1.0,0.7221,0.7457,1.0,1.0,0.6588,,0.8336,0.4045,,
Script_1_0134.wav,Script_1_123-220,ACCEPT,0.9293,1.0,1.0,1.0,1.0,0.7234,0.7691,1.0,1.0,1.0,,0.8299,0.4066,,
Script_1_0135.wav,Script_1_123-220,ACCEPT,0.9317,0.8621,1.0,0.8621,1.0,0.9394,0.8132,1.0,1.0,1.0,,-0.1817,0.8558,,
Script_1_0136.wav,Script_1_123-220,ACCEPT,0.9676,1.0,1.0,1.0,1.0,0.9965,0.7711,1.0,1.0,1.0,,0.0105,0.9916,,
Script_1_0137.wav,Script_1_123-220,ACCEPT,0.9713,1.0,1.0,1.0,1.0,0.9864,0.8029,1.0,1.0,1.0,,0.0408,0.9675,,
Script_1_0138.wav,Script_1_123-220,ACCEPT,0.9693,1.0,1.0,1.0,1.0,0.981,0.7946,1.0,1.0,1.0,,0.0571,0.9545,,
Script_1_0139.wav,Script_1_123-220,ACCEPT,0.9569,1.0,1.0,1.0,1.0,0.903,0.7783,1.0,1.0,1.0,,-0.291,0.7711,,
Script_1_0140.wav,Script_1_123-220,ACCEPT,0.9684,1.0,1.0,1.0,1.0,0.971,0.7968,1.0,1.0,1.0,,0.0871,0.9306,,
Script_1_0141.wav,Script_1_123-220,ACCEPT,0.9628,1.0,1.0,1.0,1.0,0.9145,0.8074,1.0,1.0,1.0,,0.2565,0.7976,,
Script_1_0142.wav,Script_1_123-220,ACCEPT,0.8968,0.871,1.0,0.871,1.0,0.9223,0.7544,1.0,1.0,0.7927,,0.2331,0.8157,,
Script_1_0143.wav,Script_1_123-220,ACCEPT,0.6779,0.6222,0.6222,1.0,1.0,0.0976,0.7344,1.0,1.0,1.0,,-2.7071,0.0068,"HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.71,p=0.0068,AST=0.0918vs0.1472s/char,session=Script_1_123-220","HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.71,p=0.0068,AST=0.0918vs0.1472s/char,session=Script_1_123-220"
Script_1_0144.wav,Script_1_123-220,ACCEPT,0.9229,0.8182,0.8485,0.9697,1.0,0.8981,0.7389,1.0,1.0,1.0,,-0.3058,0.7598,,
Script_1_0145.wav,Script_1_123-220,ACCEPT,0.9067,0.9211,1.0,0.9211,1.0,0.8166,0.7989,1.0,1.0,0.8251,,0.5501,0.5823,,
Script_1_0146.wav,Script_1_123-220,ACCEPT,0.9529,1.0,1.0,1.0,1.0,0.8697,0.7814,1.0,1.0,1.0,,0.3908,0.696,,
Script_1_0147.wav,Script_1_123-220,ACCEPT,0.9661,1.0,1.0,1.0,1.0,0.9486,0.8003,1.0,1.0,1.0,,0.1543,0.8774,,
Script_1_0148.wav,Script_1_123-220,ACCEPT,0.931,0.9714,1.0,0.9714,1.0,0.7537,0.7936,1.0,1.0,1.0,,0.739,0.4599,,
Script_1_0149.wav,Script_1_123-220,REJECT,0.0511,0.875,1.0,0.875,1.0,0.7502,0.8039,1.0,1.0,0.0,,0.7494,0.4536,,
Script_1_0150.wav,Script_1_123-220,ACCEPT,0.9234,1.0,1.0,1.0,1.0,0.8985,0.7845,1.0,1.0,0.75,,-0.3044,0.7608,,
Script_1_0151.wav,Script_1_123-220,ACCEPT,0.9591,0.9697,1.0,0.9697,1.0,0.9341,0.8155,1.0,1.0,1.0,,0.1978,0.8432,,
Script_1_0152.wav,Script_1_123-220,ACCEPT,0.9382,1.0,1.0,1.0,1.0,0.8398,0.7851,1.0,1.0,0.9107,,0.4806,0.6308,,
