filename,session_id,verdict,S_composite,S_unprompted,S_prompted,S_gap,S_snr,S_duration,S_confidence,S_boundary,S_stability,ast_z,ast_p,flags,composition_flags
Script_1_0001.wav,Script_1_1-122,ACCEPT,0.8514,1.0,1.0,1.0,1.0,0.7617,0.5,1.0,,-0.7149,0.4747,unprompted_not_available,
Script_1_0002.wav,Script_1_1-122,ACCEPT,0.8617,1.0,1.0,1.0,1.0,0.8187,0.5,1.0,,0.5438,0.5866,unprompted_not_available,
Script_1_0003.wav,Script_1_1-122,ACCEPT,0.8473,1.0,1.0,1.0,1.0,0.7398,0.5,1.0,,0.7805,0.4351,unprompted_not_available,
Script_1_0004.wav,Script_1_1-122,ACCEPT,0.8,1.0,1.0,1.0,1.0,0.5244,0.5,1.0,,1.4269,0.1536,unprompted_not_available,
Script_1_0005.wav,Script_1_1-122,ACCEPT,0.7875,1.0,1.0,1.0,1.0,0.4771,0.5,1.0,,1.5687,0.1167,unprompted_not_available,
Script_1_0006.wav,Script_1_1-122,ACCEPT,0.8822,1.0,1.0,1.0,1.0,0.9429,0.5,1.0,,-0.1712,0.8641,unprompted_not_available,
Script_1_0007.wav,Script_1_1-122,ACCEPT,0.8264,1.0,1.0,1.0,1.0,0.637,0.5,1.0,,1.089,0.2762,unprompted_not_available,
Script_1_0008.wav,Script_1_1-122,ACCEPT,0.8616,1.0,1.0,1.0,1.0,0.818,0.5,1.0,,0.5461,0.585,unprompted_not_available,
Script_1_0009.wav,Script_1_1-122,ACCEPT,0.8884,1.0,1.0,1.0,1.0,0.9832,0.5,1.0,,-0.0503,0.9599,unprompted_not_available,
Script_1_0010.wav,Script_1_1-122,ACCEPT,0.8089,1.0,1.0,1.0,1.0,0.5604,0.5,1.0,,-1.3188,0.1872,unprompted_not_available,
Script_1_0011.wav,Script_1_1-122,ACCEPT,0.8694,1.0,1.0,1.0,1.0,0.8635,0.5,1.0,,-0.4094,0.6822,unprompted_not_available,
Script_1_0012.wav,Script_1_1-122,ACCEPT,0.8775,1.0,1.0,1.0,1.0,0.9134,0.5,1.0,,-0.2598,0.795,unprompted_not_available,
Script_1_0013.wav,Script_1_1-122,ACCEPT,0.8141,1.0,1.0,1.0,1.0,0.5823,0.5,1.0,,1.253,0.2102,unprompted_not_available,
Script_1_0014.wav,Script_1_1-122,ACCEPT,0.7891,0.9429,0.9429,1.0,1.0,0.5122,0.5,1.0,,-1.4634,0.1434,unprompted_not_available,
Script_1_0015.wav,Script_1_1-122,ACCEPT,0.8674,1.0,1.0,1.0,1.0,0.8518,0.5,1.0,,0.4445,0.6567,unprompted_not_available,
Script_1_0016.wav,Script_1_1-122,ACCEPT,0.8857,1.0,1.0,1.0,1.0,0.9654,0.5,1.0,,0.1037,0.9174,unprompted_not_available,
Script_1_0017.wav,Script_1_1-122,ACCEPT,0.8666,1.0,1.0,1.0,1.0,0.8469,0.5,1.0,,-0.4593,0.646,unprompted_not_available,
Script_1_0018.wav,Script_1_1-122,ACCEPT,0.8823,1.0,1.0,1.0,1.0,0.9436,0.5,1.0,,-0.1691,0.8657,unprompted_not_available,
Script_1_0019.wav,Script_1_1-122,ACCEPT,0.872,1.0,1.0,1.0,1.0,0.8793,0.5,1.0,,-0.3622,0.7172,unprompted_not_available,
Script_1_0020.wav,Script_1_1-122,ACCEPT,0.8776,1.0,1.0,1.0,1.0,0.9136,0.5,1.0,,0.2593,0.7954,unprompted_not_available,
Script_1_0021.wav,Script_1_1-122,ACCEPT,0.8901,1.0,1.0,1.0,1.0,0.9945,0.5,1.0,,-0.0165,0.9869,unprompted_not_available,
Script_1_0022.wav,Script_1_1-122,ACCEPT,0.8064,1.0,1.0,1.0,1.0,0.5499,0.5,1.0,,-1.3504,0.1769,unprompted_not_available,
Script_1_0023.wav,Script_1_1-122,ACCEPT,0.8825,1.0,1.0,1.0,1.0,0.9448,0.5,1.0,,-0.1656,0.8685,unprompted_not_available,
Script_1_0024.wav,Script_1_1-122,ACCEPT,0.8728,1.0,1.0,1.0,1.0,0.8844,0.5,1.0,,0.3467,0.7288,unprompted_not_available,
Script_1_0025.wav,Script_1_1-122,ACCEPT,0.8653,1.0,1.0,1.0,1.0,0.8393,0.5,1.0,,-0.4821,0.6297,unprompted_not_available,
Script_1_0026.wav,Script_1_1-122,ACCEPT,0.7806,1.0,1.0,1.0,1.0,0.4524,0.5,1.0,,1.6429,0.1004,unprompted_not_available,
Script_1_0027.wav,Script_1_1-122,ACCEPT,0.8509,1.0,1.0,1.0,1.0,0.759,0.5,1.0,,0.723,0.4697,unprompted_not_available,
Script_1_0028.wav,Script_1_1-122,ACCEPT,0.8613,1.0,1.0,1.0,1.0,0.8162,0.5,1.0,,0.5513,0.5815,unprompted_not_available,
Script_1_0029.wav,Script_1_1-122,ACCEPT,0.8874,1.0,1.0,1.0,1.0,0.9764,0.5,1.0,,-0.0708,0.9435,unprompted_not_available,
Script_1_0030.wav,Script_1_1-122,ACCEPT,0.8559,1.0,1.0,1.0,1.0,0.7865,0.5,1.0,,-0.6406,0.5218,unprompted_not_available,
Script_1_0031.wav,Script_1_1-122,ACCEPT,0.86,1.0,1.0,1.0,1.0,0.8093,0.5,1.0,,-0.5722,0.5672,unprompted_not_available,
Script_1_0032.wav,Script_1_1-122,ACCEPT,0.857,1.0,1.0,1.0,1.0,0.7923,0.5,1.0,,-0.6231,0.5332,unprompted_not_available,
Script_1_0033.wav,Script_1_1-122,ACCEPT,0.8497,0.9444,0.9444,1.0,1.0,0.7968,0.5,1.0,,-0.6097,0.5421,unprompted_not_available,
Script_1_0034.wav,Script_1_1-122,ACCEPT,0.8873,1.0,1.0,1.0,1.0,0.9758,0.5,1.0,,-0.0725,0.9422,unprompted_not_available,
Script_1_0035.wav,Script_1_1-122,ACCEPT,0.8425,1.0,1.0,1.0,1.0,0.7155,0.5,1.0,,0.8536,0.3933,unprompted_not_available,
Script_1_0036.wav,Script_1_1-122,ACCEPT,0.8131,1.0,1.0,1.0,1.0,0.578,0.5,1.0,,1.2659,0.2055,unprompted_not_available,
Script_1_0037.wav,Script_1_1-122,ACCEPT,0.8691,1.0,1.0,1.0,1.0,0.8618,0.5,1.0,,0.4146,0.6784,unprompted_not_available,
Script_1_0038.wav,Script_1_1-122,ACCEPT,0.8271,1.0,1.0,1.0,1.0,0.6404,0.5,1.0,,-1.0787,0.2807,unprompted_not_available,
Script_1_0039.wav,Script_1_1-122,ACCEPT,0.8716,1.0,1.0,1.0,1.0,0.8767,0.5,1.0,,0.3699,0.7115,unprompted_not_available,
Script_1_0040.wav,Script_1_1-122,ACCEPT,0.8874,1.0,1.0,1.0,1.0,0.9764,0.5,1.0,,-0.0708,0.9435,unprompted_not_available,
Script_1_0041.wav,Script_1_1-122,ACCEPT,0.8747,1.0,1.0,1.0,1.0,0.8958,0.5,1.0,,-0.3127,0.7545,unprompted_not_available,
Script_1_0042.wav,Script_1_1-122,ACCEPT,0.8344,1.0,1.0,1.0,1.0,0.6751,0.5,1.0,,0.9746,0.3298,unprompted_not_available,
Script_1_0043.wav,Script_1_1-122,ACCEPT,0.8426,1.0,1.0,1.0,1.0,0.7159,0.5,1.0,,-0.8523,0.394,unprompted_not_available,
Script_1_0044.wav,Script_1_1-122,PENDING,0.6763,1.0,1.0,1.0,1.0,0.1913,0.5,1.0,,2.4261,0.0153,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=2.43,p=0.0153,AST=0.2188vs0.1916s/char,session=Script_1_1-122","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=2.43,p=0.0153,AST=0.2188vs0.1916s/char,session=Script_1_1-122"
Script_1_0045.wav,Script_1_1-122,ACCEPT,0.8511,1.0,1.0,1.0,1.0,0.76,0.5,1.0,,0.7199,0.4716,unprompted_not_available,
Script_1_0046.wav,Script_1_1-122,ACCEPT,0.7846,0.9655,0.9655,1.0,1.0,0.4831,0.5,1.0,,1.5507,0.121,unprompted_not_available,
Script_1_0047.wav,Script_1_1-122,ACCEPT,0.8698,1.0,1.0,1.0,1.0,0.8662,0.5,1.0,,-0.4015,0.6881,unprompted_not_available,
Script_1_0048.wav,Script_1_1-122,ACCEPT,0.8663,1.0,1.0,1.0,1.0,0.8455,0.5,1.0,,-0.4634,0.6431,unprompted_not_available,
Script_1_0049.wav,Script_1_1-122,ACCEPT,0.8458,1.0,1.0,1.0,1.0,0.7322,0.5,1.0,,-0.8034,0.4218,unprompted_not_available,
Script_1_0050.wav,Script_1_1-122,ACCEPT,0.8116,1.0,1.0,1.0,1.0,0.5716,0.5,1.0,,-1.2851,0.1987,unprompted_not_available,
Script_1_0051.wav,Script_1_1-122,ACCEPT,0.8363,1.0,1.0,1.0,1.0,0.6844,0.5,1.0,,0.9467,0.3438,unprompted_not_available,
Script_1_0052.wav,Script_1_1-122,ACCEPT,0.8839,1.0,1.0,1.0,1.0,0.9535,0.5,1.0,,-0.1394,0.8892,unprompted_not_available,
Script_1_0053.wav,Script_1_1-122,ACCEPT,0.8521,1.0,1.0,1.0,1.0,0.7654,0.5,1.0,,-0.7038,0.4816,unprompted_not_available,
Script_1_0054.wav,Script_1_1-122,PENDING,0.7243,0.9474,0.9474,1.0,1.0,0.3047,0.5,1.0,,-2.0858,0.037,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.09,p=0.0370,AST=0.1682vs0.1916s/char,session=Script_1_1-122","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.09,p=0.0370,AST=0.1682vs0.1916s/char,session=Script_1_1-122"
Script_1_0055.wav,Script_1_1-122,ACCEPT,0.8689,1.0,1.0,1.0,1.0,0.8608,0.5,1.0,,0.4176,0.6762,unprompted_not_available,
Script_1_0056.wav,Script_1_1-122,ACCEPT,0.8732,1.0,1.0,1.0,1.0,0.8869,0.5,1.0,,-0.3394,0.7343,unprompted_not_available,
Script_1_0057.wav,Script_1_1-122,ACCEPT,0.8334,1.0,1.0,1.0,1.0,0.6702,0.5,1.0,,0.9894,0.3225,unprompted_not_available,
Script_1_0058.wav,Script_1_1-122,ACCEPT,0.8244,1.0,1.0,1.0,1.0,0.6279,0.5,1.0,,-1.1162,0.2643,unprompted_not_available,
Script_1_0059.wav,Script_1_1-122,ACCEPT,0.8821,1.0,1.0,1.0,1.0,0.9421,0.5,1.0,,0.1737,0.8621,unprompted_not_available,
Script_1_0060.wav,Script_1_1-122,ACCEPT,0.8113,1.0,1.0,1.0,1.0,0.5702,0.5,1.0,,-1.2893,0.1973,unprompted_not_available,
Script_1_0061.wav,Script_1_1-122,REJECT,0.0192,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,3.1794,0.0015,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=3.18,p=0.0015,AST=0.2272vs0.1916s/char,session=Script_1_1-122","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=3.18,p=0.0015,AST=0.2272vs0.1916s/char,session=Script_1_1-122"
Script_1_0062.wav,Script_1_1-122,ACCEPT,0.8849,1.0,1.0,1.0,1.0,0.9604,0.5,1.0,,-0.1187,0.9056,unprompted_not_available,
Script_1_0063.wav,Script_1_1-122,ACCEPT,0.8727,1.0,1.0,1.0,1.0,0.8836,0.5,1.0,,0.3493,0.7268,unprompted_not_available,
Script_1_0064.wav,Script_1_1-122,ACCEPT,0.8091,1.0,1.0,1.0,1.0,0.5612,0.5,1.0,,-1.3164,0.188,unprompted_not_available,
Script_1_0065.wav,Script_1_1-122,PENDING,0.7421,1.0,1.0,1.0,1.0,0.334,0.5,1.0,,-1.9981,0.0457,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.00,p=0.0457,AST=0.1691vs0.1916s/char,session=Script_1_1-122|formal_ending_truncation_risk","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.00,p=0.0457,AST=0.1691vs0.1916s/char,session=Script_1_1-122|formal_ending_truncation_risk"
Script_1_0066.wav,Script_1_1-122,ACCEPT,0.8806,1.0,1.0,1.0,1.0,0.9323,0.5,1.0,,-0.203,0.8391,unprompted_not_available,
Script_1_0067.wav,Script_1_1-122,ACCEPT,0.818,0.9808,0.9808,1.0,1.0,0.6108,0.5,1.0,,-1.1676,0.243,unprompted_not_available,
Script_1_0068.wav,Script_1_1-122,ACCEPT,0.8378,1.0,1.0,1.0,1.0,0.6914,0.5,1.0,,-0.9257,0.3546,unprompted_not_available,
Script_1_0069.wav,Script_1_1-122,ACCEPT,0.8082,1.0,1.0,1.0,1.0,0.5575,0.5,1.0,,-1.3276,0.1843,unprompted_not_available,
Script_1_0070.wav,Script_1_1-122,PENDING,0.7512,1.0,1.0,1.0,1.0,0.3594,0.5,1.0,,-1.9217,0.0546,unprompted_not_available,unprompted_not_available
Script_1_0071.wav,Script_1_1-122,ACCEPT,0.7735,1.0,1.0,1.0,1.0,0.4283,0.5,1.0,,1.7152,0.0863,unprompted_not_available,
Script_1_0072.wav,Script_1_1-122,ACCEPT,0.7883,1.0,1.0,1.0,1.0,0.4799,0.5,1.0,,-1.5604,0.1187,unprompted_not_available|formal_ending_truncation_risk,
Script_1_0073.wav,Script_1_1-122,ACCEPT,0.8814,1.0,1.0,1.0,1.0,0.9375,0.5,1.0,,0.1874,0.8514,unprompted_not_available,
Script_1_0074.wav,Script_1_1-122,ACCEPT,0.8455,1.0,1.0,1.0,1.0,0.7308,0.5,1.0,,-0.8077,0.4192,unprompted_not_available,
Script_1_0075.wav,Script_1_1-122,ACCEPT,0.8621,1.0,1.0,1.0,1.0,0.8211,0.5,1.0,,0.5367,0.5915,unprompted_not_available,
Script_1_0076.wav,Script_1_1-122,ACCEPT,0.8649,0.9796,0.9796,1.0,1.0,0.8545,0.5,1.0,,-0.4364,0.6625,unprompted_not_available,
Script_1_0077.wav,Script_1_1-122,ACCEPT,0.8436,1.0,1.0,1.0,1.0,0.7207,0.5,1.0,,0.838,0.402,unprompted_not_available,
Script_1_0078.wav,Script_1_1-122,ACCEPT,0.8792,1.0,1.0,1.0,1.0,0.9238,0.5,1.0,,-0.2285,0.8193,unprompted_not_available,
Script_1_0079.wav,Script_1_1-122,ACCEPT,0.8867,1.0,1.0,1.0,1.0,0.9717,0.5,1.0,,-0.0848,0.9324,unprompted_not_available,
Script_1_0080.wav,Script_1_1-122,ACCEPT,0.8413,1.0,1.0,1.0,1.0,0.7093,0.5,1.0,,-0.8721,0.3832,unprompted_not_available,
Script_1_0081.wav,Script_1_1-122,ACCEPT,0.8218,1.0,1.0,1.0,1.0,0.6162,0.5,1.0,,1.1513,0.2496,unprompted_not_available,
Script_1_0082.wav,Script_1_1-122,ACCEPT,0.8626,1.0,1.0,1.0,1.0,0.8237,0.5,1.0,,0.529,0.5968,unprompted_not_available,
Script_1_0083.wav,Script_1_1-122,ACCEPT,0.8062,1.0,1.0,1.0,1.0,0.549,0.5,1.0,,-1.3529,0.1761,unprompted_not_available,
Script_1_0084.wav,Script_1_1-122,REJECT,0.0192,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,3.5062,0.0005,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=3.51,p=0.0005,AST=0.2309vs0.1916s/char,session=Script_1_1-122","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_slow|z=3.51,p=0.0005,AST=0.2309vs0.1916s/char,session=Script_1_1-122"
Script_1_0085.wav,Script_1_1-122,ACCEPT,0.8883,1.0,1.0,1.0,1.0,0.9827,0.5,1.0,,-0.052,0.9585,unprompted_not_available,
Script_1_0086.wav,Script_1_1-122,ACCEPT,0.871,1.0,1.0,1.0,1.0,0.8733,0.5,1.0,,-0.3802,0.7038,unprompted_not_available,
Script_1_0087.wav,Script_1_1-122,ACCEPT,0.8907,1.0,1.0,1.0,1.0,0.9985,0.5,1.0,,0.0044,0.9965,unprompted_not_available,
Script_1_0088.wav,Script_1_1-122,ACCEPT,0.8168,1.0,1.0,1.0,1.0,0.594,0.5,1.0,,-1.2181,0.2232,unprompted_not_available,
Script_1_0089.wav,Script_1_1-122,ACCEPT,0.8593,1.0,1.0,1.0,1.0,0.805,0.5,1.0,,-0.585,0.5586,unprompted_not_available,
Script_1_0090.wav,Script_1_1-122,ACCEPT,0.7958,1.0,1.0,1.0,1.0,0.508,0.5,1.0,,-1.4761,0.1399,unprompted_not_available,
Script_1_0091.wav,Script_1_1-122,ACCEPT,0.8679,1.0,1.0,1.0,1.0,0.8545,0.5,1.0,,-0.4364,0.6625,unprompted_not_available,
Script_1_0092.wav,Script_1_1-122,ACCEPT,0.8322,1.0,1.0,1.0,1.0,0.6643,0.5,1.0,,-1.0071,0.3139,unprompted_not_available,
Script_1_0093.wav,Script_1_1-122,ACCEPT,0.8839,1.0,1.0,1.0,1.0,0.9535,0.5,1.0,,-0.1394,0.8892,unprompted_not_available,
Script_1_0094.wav,Script_1_1-122,ACCEPT,0.8149,1.0,1.0,1.0,1.0,0.5858,0.5,1.0,,-1.2427,0.214,unprompted_not_available,
Script_1_0095.wav,Script_1_1-122,ACCEPT,0.8476,1.0,1.0,1.0,1.0,0.7418,0.5,1.0,,0.7746,0.4386,unprompted_not_available,
Script_1_0096.wav,Script_1_1-122,ACCEPT,0.8512,1.0,1.0,1.0,1.0,0.7608,0.5,1.0,,0.7175,0.4731,unprompted_not_available,
Script_1_0097.wav,Script_1_1-122,ACCEPT,0.7881,1.0,1.0,1.0,1.0,0.4794,0.5,1.0,,1.5619,0.1183,unprompted_not_available,
Script_1_0098.wav,Script_1_1-122,ACCEPT,0.7841,0.9697,0.9697,1.0,1.0,0.4794,0.5,1.0,,1.5619,0.1183,unprompted_not_available,
Script_1_0099.wav,Script_1_1-122,ACCEPT,0.8607,1.0,1.0,1.0,1.0,0.8131,0.5,1.0,,0.5608,0.5749,unprompted_not_available,
Script_1_0100.wav,Script_1_1-122,ACCEPT,0.8839,1.0,1.0,1.0,1.0,0.9535,0.5,1.0,,-0.1394,0.8892,unprompted_not_available,
Script_1_0101.wav,Script_1_1-122,ACCEPT,0.8839,1.0,1.0,1.0,1.0,0.9535,0.5,1.0,,-0.1394,0.8892,unprompted_not_available,
Script_1_0102.wav,Script_1_1-122,ACCEPT,0.8511,1.0,1.0,1.0,1.0,0.76,0.5,1.0,,0.7199,0.4716,unprompted_not_available,
Script_1_0103.wav,Script_1_1-122,ACCEPT,0.8744,1.0,1.0,1.0,1.0,0.8939,0.5,1.0,,0.3182,0.7503,unprompted_not_available,
Script_1_0104.wav,Script_1_1-122,ACCEPT,0.8864,1.0,1.0,1.0,1.0,0.97,0.5,1.0,,-0.0899,0.9284,unprompted_not_available,
Script_1_0105.wav,Script_1_1-122,ACCEPT,0.845,1.0,1.0,1.0,1.0,0.7282,0.5,1.0,,0.8154,0.4148,unprompted_not_available,
Script_1_0106.wav,Script_1_1-122,ACCEPT,0.8055,1.0,1.0,1.0,1.0,0.5462,0.5,1.0,,1.3615,0.1734,unprompted_not_available,
Script_1_0107.wav,Script_1_1-122,ACCEPT,0.8815,1.0,1.0,1.0,1.0,0.9384,0.5,1.0,,0.1847,0.8535,unprompted_not_available,
Script_1_0108.wav,Script_1_1-122,ACCEPT,0.8753,1.0,1.0,1.0,1.0,0.8995,0.5,1.0,,-0.3014,0.7631,unprompted_not_available,
Script_1_0109.wav,Script_1_1-122,ACCEPT,0.8886,1.0,1.0,1.0,1.0,0.9848,0.5,1.0,,-0.0456,0.9637,unprompted_not_available,
Script_1_0110.wav,Script_1_1-122,ACCEPT,0.8419,1.0,1.0,1.0,1.0,0.7123,0.5,1.0,,0.8632,0.388,unprompted_not_available,
Script_1_0111.wav,Script_1_1-122,ACCEPT,0.8119,1.0,1.0,1.0,1.0,0.573,0.5,1.0,,1.2809,0.2002,unprompted_not_available,
Script_1_0112.wav,Script_1_1-122,ACCEPT,0.852,1.0,1.0,1.0,1.0,0.765,0.5,1.0,,0.7049,0.4809,unprompted_not_available,
Script_1_0113.wav,Script_1_1-122,ACCEPT,0.8618,1.0,1.0,1.0,1.0,0.8194,0.5,1.0,,-0.5418,0.5879,unprompted_not_available,
Script_1_0114.wav,Script_1_1-122,ACCEPT,0.7943,0.9737,0.9737,1.0,1.0,0.5158,0.5,1.0,,-1.4527,0.1463,unprompted_not_available,
Script_1_0115.wav,Script_1_1-122,ACCEPT,0.8873,1.0,1.0,1.0,1.0,0.9758,0.5,1.0,,-0.0725,0.9422,unprompted_not_available,
Script_1_0116.wav,Script_1_1-122,ACCEPT,0.8907,1.0,1.0,1.0,1.0,0.9985,0.5,1.0,,-0.0044,0.9965,unprompted_not_available,
Script_1_0117.wav,Script_1_1-122,ACCEPT,0.8695,1.0,1.0,1.0,1.0,0.8644,0.5,1.0,,-0.4067,0.6842,unprompted_not_available,
Script_1_0118.wav,Script_1_1-122,ACCEPT,0.881,1.0,1.0,1.0,1.0,0.9351,0.5,1.0,,0.1948,0.8455,unprompted_not_available,
Script_1_0119.wav,Script_1_1-122,ACCEPT,0.7815,1.0,1.0,1.0,1.0,0.4555,0.5,1.0,,-1.6334,0.1024,unprompted_not_available,
Script_1_0120.wav,Script_1_1-122,ACCEPT,0.8839,1.0,1.0,1.0,1.0,0.9535,0.5,1.0,,-0.1394,0.8892,unprompted_not_available,
Script_1_0121.wav,Script_1_1-122,ACCEPT,0.8417,1.0,1.0,1.0,1.0,0.7113,0.5,1.0,,0.866,0.3865,unprompted_not_available,
Script_1_0122.wav,Script_1_1-122,ACCEPT,0.885,1.0,1.0,1.0,1.0,0.9612,0.5,1.0,,-0.1165,0.9072,unprompted_not_available,
Script_1_0123.wav,Script_1_123-220,ACCEPT,0.8698,1.0,1.0,1.0,1.0,0.8663,0.5,1.0,,0.4011,0.6883,unprompted_not_available,
Script_1_0124.wav,Script_1_123-220,ACCEPT,0.7783,1.0,1.0,1.0,1.0,0.4447,0.5,1.0,,-1.6659,0.0957,unprompted_not_available,
Script_1_0125.wav,Script_1_123-220,PENDING,0.7338,1.0,1.0,1.0,1.0,0.3124,0.5,1.0,,-2.0629,0.0391,"unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.06,p=0.0391,AST=0.1662vs0.1875s/char,session=Script_1_123-220|formal_ending_truncation_risk","unprompted_not_available|HUMAN_REVIEW_NEEDED|AST_anomaly_fast|z=-2.06,p=0.0391,AST=0.1662vs0.1875s/char,session=Script_1_123-220|formal_ending_truncation_risk"
Script_1_0126.wav,Script_1_123-220,ACCEPT,0.8669,1.0,1.0,1.0,1.0,0.8492,0.5,1.0,,0.4525,0.6509,unprompted_not_available,
Script_1_0127.wav,Script_1_123-220,ACCEPT,0.8171,1.0,1.0,1.0,1.0,0.5952,0.5,1.0,,1.2144,0.2246,unprompted_not_available,
Script_1_0128.wav,Script_1_123-220,ACCEPT,0.8224,1.0,1.0,1.0,1.0,0.6186,0.5,1.0,,-1.1441,0.2526,unprompted_not_available,
Script_1_0129.wav,Script_1_123-220,ACCEPT,0.8247,1.0,1.0,1.0,1.0,0.6291,0.5,1.0,,-1.1127,0.2658,unprompted_not_available,
Script_1_0130.wav,Script_1_123-220,ACCEPT,0.8733,1.0,1.0,1.0,1.0,0.8873,0.5,1.0,,0.338,0.7354,unprompted_not_available,
Script_1_0131.wav,Script_1_123-220,ACCEPT,0.8293,1.0,1.0,1.0,1.0,0.6507,0.5,1.0,,-1.048,0.2946,unprompted_not_available,
Script_1_0132.wav,Script_1_123-220,ACCEPT,0.8524,1.0,1.0,1.0,1.0,0.7671,0.5,1.0,,-0.6986,0.4848,unprompted_not_available,
Script_1_0133.wav,Script_1_123-220,ACCEPT,0.8603,1.0,1.0,1.0,1.0,0.8107,0.5,1.0,,0.568,0.5701,unprompted_not_available,
Script_1_0134.wav,Script_1_123-220,ACCEPT,0.8482,1.0,1.0,1.0,1.0,0.745,0.5,1.0,,0.765,0.4443,unprompted_not_available,
Script_1_0135.wav,Script_1_123-220,ACCEPT,0.8864,1.0,1.0,1.0,1.0,0.9701,0.5,1.0,,-0.0896,0.9286,unprompted_not_available,
Script_1_0136.wav,Script_1_123-220,ACCEPT,0.8277,1.0,1.0,1.0,1.0,0.643,0.5,1.0,,-1.0711,0.2841,unprompted_not_available,
Script_1_0137.wav,Script_1_123-220,ACCEPT,0.8779,1.0,1.0,1.0,1.0,0.9154,0.5,1.0,,-0.2539,0.7996,unprompted_not_available,
Script_1_0138.wav,Script_1_123-220,ACCEPT,0.8801,1.0,1.0,1.0,1.0,0.9292,0.5,1.0,,0.2124,0.8318,unprompted_not_available,
Script_1_0139.wav,Script_1_123-220,ACCEPT,0.8597,1.0,1.0,1.0,1.0,0.8074,0.5,1.0,,-0.5779,0.5633,unprompted_not_available,
Script_1_0140.wav,Script_1_123-220,ACCEPT,0.8689,1.0,1.0,1.0,1.0,0.8604,0.5,1.0,,-0.4187,0.6755,unprompted_not_available,
Script_1_0141.wav,Script_1_123-220,ACCEPT,0.8473,1.0,1.0,1.0,1.0,0.7401,0.5,1.0,,0.7797,0.4356,unprompted_not_available,
Script_1_0142.wav,Script_1_123-220,ACCEPT,0.8663,1.0,1.0,1.0,1.0,0.8454,0.5,1.0,,0.4637,0.6429,unprompted_not_available,
Script_1_0143.wav,Script_1_123-220,ACCEPT,0.8653,1.0,1.0,1.0,1.0,0.8394,0.5,1.0,,0.4818,0.63,unprompted_not_available,
Script_1_0144.wav,Script_1_123-220,ACCEPT,0.8167,0.8485,0.8485,1.0,1.0,0.6996,0.5,1.0,,-0.9011,0.3675,unprompted_not_available,
Script_1_0145.wav,Script_1_123-220,ACCEPT,0.8686,1.0,1.0,1.0,1.0,0.8589,0.5,1.0,,0.4234,0.672,unprompted_not_available,
Script_1_0146.wav,Script_1_123-220,ACCEPT,0.8455,1.0,1.0,1.0,1.0,0.7307,0.5,1.0,,0.8078,0.4192,unprompted_not_available,
Script_1_0147.wav,Script_1_123-220,ACCEPT,0.8681,1.0,1.0,1.0,1.0,0.8559,0.5,1.0,,0.4324,0.6654,unprompted_not_available,
Script_1_0148.wav,Script_1_123-220,ACCEPT,0.8273,1.0,1.0,1.0,1.0,0.6414,0.5,1.0,,1.0758,0.282,unprompted_not_available,
Script_1_0149.wav,Script_1_123-220,ACCEPT,0.8382,1.0,1.0,1.0,1.0,0.6937,0.5,1.0,,-0.9188,0.3582,unprompted_not_available,
Script_1_0150.wav,Script_1_123-220,ACCEPT,0.8508,1.0,1.0,1.0,1.0,0.7584,0.5,1.0,,-0.7248,0.4685,unprompted_not_available,
Script_1_0151.wav,Script_1_123-220,ACCEPT,0.8768,1.0,1.0,1.0,1.0,0.9086,0.5,1.0,,0.2741,0.784,unprompted_not_available,
Script_1_0152.wav,Script_1_123-220,ACCEPT,0.8095,1.0,1.0,1.0,1.0,0.5629,0.5,1.0,,1.3113,0.1898,unprompted_not_available,
Script_1_0153.wav,Script_1_123-220,ACCEPT,0.8383,1.0,1.0,1.0,1.0,0.694,0.5,1.0,,0.9181,0.3586,unprompted_not_available,
Script_1_0154.wav,Script_1_123-220,ACCEPT,0.7922,1.0,1.0,1.0,1.0,0.4942,0.5,1.0,,1.5174,0.1292,unprompted_not_available,
Script_1_0155.wav,Script_1_123-220,ACCEPT,0.8069,1.0,1.0,1.0,1.0,0.5521,0.5,1.0,,1.3436,0.1791,unprompted_not_available,
Script_1_0156.wav,Script_1_123-220,ACCEPT,0.7787,1.0,1.0,1.0,1.0,0.446,0.5,1.0,,1.6619,0.0965,unprompted_not_available,
Script_1_0157.wav,Script_1_123-220,ACCEPT,0.8781,1.0,1.0,1.0,1.0,0.9168,0.5,1.0,,-0.2495,0.8029,unprompted_not_available,
